Agency,Department,Year,Requests Pending Start Year,Requests Received,Requests Processed,Requests Pending End Year,Released in Full Ratio,Released in Part Ratio,Denied in Full Ratio
DOJ,OCDETF,2011,6,37,42,1,0.1667,0.3333,0.5
DOJ,NDIC,2008,6,66,65,7,0.2593,0.7037,0.037
DOJ,ENRD,2015,6,106,104,8,0.4429,0.5571,0
DOJ,OCDETF,2014,7,37,41,3,0.2632,0.1579,0.5789
DOJ,ENRD,2012,7,83,76,14,0.4894,0.4894,0.0213
DOJ,EOUST,2011,7,70,72,5,0.2813,0.6563,0.0625
DOJ,OSG,2009,7,153,160,0,0.3571,0.2262,0.4167
DOJ,NDIC,2009,7,91,87,11,0.4,0.6,0
DOJ,Pardon Attorney,2009,8,98,104,2,0.3976,0.5542,0.0482
DOJ,Public Affairs,2009,8,47,45,10,0.3571,0.6429,0
DOJ,TAX,2014,9,79,78,10,0.186,0.2093,0.6047
DOJ,OIG,2012,9,273,210,72,0.2109,0.5938,0.1953
DOJ,OIPL,2010,9,28,34,3,0.8,0.2,0
DOJ,Civil,2008,9,287,267,29,0.5882,0.2269,0.1849
DOJ,Office of the Assoc. AG,2008,9,27,25,11,0,1,0
DOJ,OLP,2015,9,83,77,15,0.375,0.625,0
DOJ,EOUST,2014,10,66,63,13,0.3226,0.5806,0.0968
DOJ,OLP,2014,10,35,37,8,0.2174,0.7826,0
DOJ,OVW,2013,10,46,51,5,0.1842,0.8158,0
DOJ,USNCB,2012,10,170,176,4,0.0917,0.6667,0.2417
DOJ,JMD,2012,10,179,157,32,0.7262,0.2381,0.0357
DOJ,OIG,2010,10,209,219,0,0.3306,0.5242,0.1452
DOJ,OPR,2015,10,115,120,5,0.2593,0.3889,0.3519
DOJ,TAX,2015,10,136,127,19,0.4359,0.2436,0.3205
DOJ,Public Affairs,2010,11,39,37,13,0.5,0.4,0.1
DOJ,NDIC,2010,11,74,79,6,0.35,0.65,0
DOJ,Office of the Assoc. AG,2009,11,48,45,14,0.3333,0.6667,0
DOJ,OLP,2013,12,73,75,10,0.119,0.8095,0.0714
DOJ,OLP,2012,12,107,107,12,0.0862,0.8621,0.0517
DOJ,Public Affairs,2011,13,48,46,15,0.3333,0.6667,0
DOJ,EOUST,2010,13,51,57,7,0.2593,0.6667,0.0741
DOJ,OSG,2010,13,60,58,15,0.5833,0.3333,0.0833
DOJ,OIG,2009,13,219,222,10,0.2358,0.6504,0.1138
DOJ,EOUST,2015,13,96,102,7,0.3704,0.5185,0.1111
DOJ,ENRD,2013,14,97,94,17,0.3667,0.6333,0
DOJ,OSG,2012,15,114,106,23,0.6042,0.2917,0.1042
DOJ,Public Affairs,2012,15,49,41,23,0.2667,0.7333,0
DOJ,OSG,2011,15,114,114,15,0.5349,0.3488,0.1163
DOJ,OLP,2011,15,81,85,11,0.2903,0.7097,0
DOJ,USNCB,2011,15,160,165,10,0.1831,0.5211,0.2958
DOJ,OPR,2011,16,109,102,23,0.1765,0.2745,0.549
DOJ,TAX,2010,16,150,163,3,0.35,0.5,0.15
DOJ,ENRD,2014,17,79,90,6,0.4839,0.4677,0.0484
DOJ,OLP,2010,17,92,94,15,0.2045,0.7727,0.0227
DOJ,ENRD,2010,17,84,96,5,0.375,0.5469,0.0781
DOJ,OLP,2009,17,89,90,16,0.1892,0.7568,0.0541
DOJ,OLC,2009,17,79,52,44,0.3784,0.4865,0.1351
DOJ,OIG,2008,17,213,217,13,0.3551,0.4928,0.1522
DOJ,OJP,2008,17,350,326,41,0.5028,0.4917,0.0055
DOJ,OVW,2015,17,104,114,7,0.1795,0.8205,0
DOJ,OPR,2010,18,113,116,15,0.2034,0.2203,0.5763
DOJ,ENRD,2009,18,75,76,17,0.1579,0.7368,0.1053
DOJ,OIP,2009,18,390,392,16,0.7556,0.2222,0.0222
DOJ,OSG,2014,19,66,61,24,0.6667,0.3333,0
DOJ,JMD,2014,19,133,128,24,0.7093,0.2442,0.0465
DOJ,OPR,2008,19,81,78,22,0.2093,0.3953,0.3953
DOJ,USPC,2013,20,419,416,23,0.9073,0.0894,0.0033
DOJ,NSD,2008,20,217,174,63,0.3492,0.2381,0.4127
DOJ,OPR,2009,22,109,113,18,0.2344,0.4219,0.3438
DOJ,OSG,2013,23,104,108,19,0.3968,0.5397,0.0635
DOJ,Office of the Assoc. AG,2010,23,77,71,29,0.1111,0.1111,0.7778
DOJ,OSG,2015,23,107,92,38,0.614,0.386,0
DOJ,Public Affairs,2013,24,36,34,26,0.3077,0.5385,0.1538
DOJ,OPR,2012,24,108,72,60,0.3235,0.1471,0.5294
DOJ,EOUST,2008,24,51,41,34,0.3333,0.6667,0
DOJ,USMS,2008,24,1416,1406,34,0.3718,0.5185,0.1097
DOJ,JMD,2015,24,116,88,52,0.7167,0.2833,0
DOJ,Office of the Assoc. AG,2014,25,76,56,45,0.2727,0.3636,0.3636
DOJ,USNCB,2010,25,163,173,15,0.2,0.5294,0.2706
DOJ,OIP,2008,25,487,494,18,0.8148,0.1667,0.0185
DOJ,OLC,2008,25,57,65,17,0.4634,0.2439,0.2927
DOJ,OIP,2010,26,598,552,72,0.825,0.15,0.025
DOJ,ENRD,2008,26,104,112,18,0.3548,0.5323,0.1129
DOJ,Public Affairs,2014,27,18,10,35,0,1,0
DOJ,OLC,2013,27,86,76,37,0.2927,0.439,0.2683
DOJ,JMD,2009,27,507,467,67,0.7941,0.1765,0.0294
DOJ,JMD,2013,28,111,120,19,0.8415,0.1463,0.0122
DOJ,Antitrust,2009,28,98,93,33,0.186,0.3953,0.4186
DOJ,Antitrust,2011,29,80,75,34,0.2857,0.381,0.3333
DOJ,Civil,2009,29,327,300,56,0.7059,0.2132,0.0809
DOJ,ATF,2009,29,1525,1428,126,0.2764,0.5057,0.2179
DOJ,USPC,2012,30,557,575,12,0.7707,0.2293,0
DOJ,NSD,2012,30,223,203,50,0.6702,0.2128,0.117
DOJ,Office of the Assoc. AG,2011,30,118,102,46,0.4444,0.4444,0.1111
DOJ,OIP,2012,31,723,710,44,0.6772,0.3071,0.0157
DOJ,JMD,2008,31,310,312,29,0.8544,0.0971,0.0485
DOJ,OPR,2014,32,89,111,10,0.3382,0.3235,0.3382
DOJ,USMS,2010,32,1816,1797,51,0.5073,0.4013,0.0914
DOJ,Office of the Assoc. AG,2013,33,88,96,25,0.4,0.3,0.3
DOJ,Antitrust,2010,33,86,90,29,0.2083,0.3958,0.3958
DOJ,Antitrust,2012,34,137,132,39,0.25,0.3958,0.3542
DOJ,EOUST,2009,34,62,83,13,0.3793,0.5517,0.069
DOJ,USMS,2009,34,1488,1490,32,0.3645,0.5361,0.0994
DOJ,OLP,2008,34,80,97,17,0.2353,0.7353,0.0294
DOJ,OLC,2012,36,130,140,26,0.2727,0.2841,0.4432
DOJ,Public Affairs,2015,36,64,50,50,0.3846,0.6154,0
DOJ,OLC,2014,37,91,86,42,0.2321,0.4643,0.3036
DOJ,Pardon Attorney,2015,37,91,97,31,0.6441,0.2373,0.1186
DOJ,Civil,2015,38,306,310,34,0.5935,0.3032,0.1032
DOJ,Antitrust,2013,39,117,104,52,0.34,0.38,0.28
DOJ,OJP,2012,40,362,359,43,0.3465,0.5866,0.0669
DOJ,Civil Rights,2008,41,430,421,50,0.5956,0.3542,0.0502
DOJ,OIP,2013,42,785,769,58,0.7095,0.277,0.0135
DOJ,OJP,2009,42,381,371,52,0.4576,0.5,0.0424
DOJ,OLC,2015,42,111,97,56,0.1591,0.6591,0.1818
DOJ,OJP,2013,43,400,391,52,0.4111,0.5519,0.037
DOJ,OLA,2009,43,127,63,107,0.4231,0.4615,0.1154
DOJ,OLC,2010,44,72,31,85,0.6667,0.1111,0.2222
DOJ,JMD,2011,45,142,176,11,0.8602,0.0753,0.0645
DOJ,NSD,2011,46,289,305,30,0.5263,0.3397,0.134
DOJ,Office of the Assoc. AG,2015,46,112,102,56,0.4,0.1333,0.4667
DOJ,Office of the Assoc. AG,2012,47,115,131,31,0.2609,0.6957,0.0435
DOJ,Antitrust,2008,47,101,120,28,0.1613,0.3548,0.4839
DOJ,USPC,2014,48,404,404,48,0.891,0.1053,0.0038
DOJ,USPC,2008,48,800,734,114,0.9423,0.0393,0.0185
DOJ,USPC,2015,48,419,445,22,0.8741,0.1259,0
DOJ,Civil,2011,49,402,396,55,0.7787,0.1447,0.0766
DOJ,OLA,2008,49,70,76,43,0.3438,0.5938,0.0625
DOJ,Civil,2014,50,354,366,38,0.3333,0.4933,0.1733
DOJ,NSD,2013,50,252,145,157,0.5273,0.2727,0.2
DOJ,Civil Rights,2009,50,475,442,83,0.5098,0.4281,0.0621
DOJ,OJP,2014,51,364,325,90,0.3109,0.6554,0.0337
DOJ,USMS,2011,51,2304,2276,79,0.5669,0.3183,0.1148
DOJ,Antitrust,2014,52,102,97,57,0.2241,0.4483,0.3276
DOJ,OJP,2010,52,486,448,90,0.2826,0.6957,0.0217
DOJ,Civil,2012,53,370,323,100,0.6818,0.2216,0.0966
DOJ,OLA,2012,57,102,97,62,0.4595,0.4595,0.0811
DOJ,Antitrust,2015,57,121,134,44,0.3836,0.3699,0.2466
DOJ,OIP,2014,60,856,859,57,0.7338,0.2662,0
DOJ,Civil,2010,60,316,326,50,0.5933,0.3133,0.0933
DOJ,OPR,2013,63,114,145,32,0.3544,0.2278,0.4177
DOJ,OLA,2013,63,91,89,65,0.575,0.3,0.125
DOJ,NSD,2009,63,243,158,148,0.3443,0.2459,0.4098
DOJ,OLA,2011,64,92,100,56,0.5161,0.4839,0
DOJ,OIG,2014,65,271,259,77,0.1636,0.5818,0.2545
DOJ,Office of the DAG,2009,65,117,98,84,0.3571,0.4643,0.1786
DOJ,ATF,2008,66,1606,1643,29,0.2879,0.5088,0.2033
DOJ,JMD,2010,67,179,199,47,0.8415,0.122,0.0366
DOJ,OLA,2014,68,61,50,79,0.4783,0.4348,0.087
DOJ,USPC,2011,70,717,762,25,0.8436,0.1545,0.002
DOJ,OIG,2013,72,305,310,67,0.2656,0.5729,0.1615
DOJ,OIP,2015,72,852,812,112,0.7937,0.1825,0.0238
DOJ,OIP,2011,74,433,476,31,0.7857,0.1964,0.0179
DOJ,USMS,2012,76,2800,2704,172,0.4356,0.4537,0.1106
DOJ,OIG,2015,77,330,347,60,0.1553,0.6712,0.1735
DOJ,OLA,2015,81,134,92,123,0.5714,0.4286,0
DOJ,OLC,2011,82,77,123,36,0.3472,0.3611,0.2917
DOJ,OJP,2011,83,447,490,40,0.3352,0.6534,0.0114
DOJ,USPC,2010,85,703,728,60,0.8411,0.1568,0.0021
DOJ,Office of the DAG,2008,87,66,88,65,0.3514,0.4865,0.1622
DOJ,Civil Rights,2011,88,569,445,212,0.5686,0.3143,0.1171
DOJ,Office of the DAG,2010,88,151,123,116,0.3542,0.3333,0.3125
DOJ,OJP,2015,89,413,356,146,0.4152,0.509,0.0758
DOJ,Civil Rights,2010,90,446,450,86,0.5156,0.3626,0.1218
DOJ,Civil,2013,92,381,429,44,0.7103,0.1905,0.0992
DOJ,ATF,2011,97,1287,1269,115,0.1453,0.607,0.2477
DOJ,NSD,2015,101,198,175,124,0.5375,0.2625,0.2
DOJ,Office of the AG,2009,102,264,237,129,0.5254,0.3729,0.1017
DOJ,OLA,2010,106,73,118,61,0.4828,0.4828,0.0345
DOJ,Office of the AG,2008,109,149,156,102,0.3906,0.4531,0.1563
DOJ,USPC,2009,114,763,788,89,0.9073,0.0883,0.0044
DOJ,ATF,2012,115,1326,1226,215,0.0983,0.6016,0.3001
DOJ,Office of the DAG,2011,118,223,184,157,0.4909,0.4545,0.0545
DOJ,Criminal,2012,119,999,910,208,0.2428,0.4566,0.3006
DOJ,ATF,2010,126,1455,1485,96,0.1804,0.6035,0.2161
DOJ,NSD,2014,128,196,223,101,0.527,0.2973,0.1757
DOJ,Office of the DAG,2014,132,137,92,177,0.1613,0.6452,0.1935
DOJ,Office of the AG,2010,135,320,273,182,0.5625,0.175,0.2625
DOJ,NSD,2010,140,185,279,46,0.2761,0.3881,0.3358
DOJ,Office of the DAG,2013,150,165,185,130,0.2125,0.575,0.2125
DOJ,Civil Rights,2015,150,605,562,193,0.3361,0.5027,0.1612
DOJ,Criminal,2011,157,838,883,112,0.3383,0.4624,0.1992
DOJ,Civil Rights,2014,158,340,348,150,0.4141,0.4758,0.1101
DOJ,Office of the DAG,2012,159,206,218,147,0.2651,0.5542,0.1807
DOJ,USMS,2013,172,2590,2567,195,0.2571,0.5498,0.1931
DOJ,Office of the DAG,2015,179,206,141,244,0.4186,0.4884,0.093
DOJ,Office of the AG,2011,181,375,343,213,0.5217,0.413,0.0652
DOJ,Office of the AG,2014,191,251,161,281,0.3846,0.4808,0.1346
DOJ,USMS,2014,196,1929,1894,231,0.2115,0.6614,0.1271
DOJ,Office of the AG,2013,198,310,321,187,0.4077,0.4385,0.1538
DOJ,Civil Rights,2013,204,517,562,159,0.4724,0.3702,0.1575
DOJ,Criminal,2010,204,930,977,157,0.3213,0.4299,0.2489
DOJ,ATF,2013,208,1600,1054,754,0.0873,0.6309,0.2818
DOJ,Office of the AG,2012,212,365,381,196,0.4609,0.4375,0.1016
DOJ,Civil Rights,2012,213,526,534,205,0.4268,0.4076,0.1656
DOJ,Criminal,2014,215,665,678,202,0.0929,0.2345,0.6726
DOJ,Criminal,2013,220,945,955,210,0.1129,0.2823,0.6048
DOJ,Criminal,2015,224,796,834,186,0.1263,0.3276,0.5461
DOJ,USMS,2015,230,1996,1766,460,0.1967,0.6646,0.1387
DOJ,Office of the AG,2015,282,311,254,339,0.5514,0.3364,0.1121
DOJ,DEA,2014,317,1578,1551,344,0.1498,0.7327,0.1176
DOJ,Criminal,2009,328,921,1061,188,0.2884,0.4953,0.2163
DOJ,DEA,2015,343,1675,1677,341,0.1311,0.6751,0.1938
DOJ,DEA,2008,380,1689,1301,768,0.0806,0.7908,0.1285
DOJ,DEA,2013,500,1543,1724,319,0.0982,0.6689,0.2329
DOJ,DEA,2010,507,1656,1242,921,0.1157,0.8101,0.0741
DOJ,EOIR,2009,624,14497,14259,862,0.9837,0.012,0.0043
DOJ,DEA,2009,768,1518,1784,502,0.0773,0.824,0.0987
DOJ,DEA,2012,769,1484,1753,500,0.0968,0.7791,0.1241
DOJ,ATF,2014,772,1282,744,1310,0.0837,0.6352,0.2811
DOJ,Criminal,2008,832,918,1422,328,0.2677,0.4514,0.2808
DOJ,BOP,2009,852,15723,15341,1234,0.8378,0.1443,0.0178
DOJ,EOIR,2010,862,17498,17313,1047,0.9717,0.0268,0.0015
DOJ,DEA,2011,885,1325,1442,768,0.104,0.81,0.086
DOJ,EOIR,2008,969,13236,13580,625,0.9777,0.0189,0.0034
DOJ,EOUSA,2012,979,5226,4824,1381,0.2505,0.3463,0.4032
DOJ,EOIR,2011,1047,20878,20414,1511,0.9772,0.0212,0.0017
DOJ,BOP,2012,1049,16080,16375,754,0.832,0.1521,0.0159
DOJ,BOP,2010,1150,15640,16138,652,0.8542,0.1289,0.017
DOJ,BOP,2015,1186,8004,8128,1062,0.5301,0.4362,0.0338
DOJ,BOP,2013,1191,15843,15489,1545,0.8437,0.1397,0.0166
DOJ,EOIR,2013,1253,25336,25245,1344,0.9793,0.0188,0.0018
DOJ,BOP,2011,1325,15490,15925,890,0.8516,0.1308,0.0176
DOJ,BOP,2008,1332,14497,14908,921,0.8568,0.1228,0.0204
DOJ,EOIR,2014,1344,26614,25170,2788,0.9845,0.0128,0.0027
DOJ,EOUSA,2009,1373,4686,4609,1450,0.2356,0.4096,0.3548
DOJ,EOUSA,2013,1387,4612,4467,1532,0.1941,0.3599,0.4459
DOJ,FBI,2012,1395,12783,11882,2296,0.0653,0.7524,0.1824
DOJ,ATF,2015,1433,1465,1146,1752,0.0831,0.6,0.3169
DOJ,EOUSA,2011,1439,4434,4896,977,0.2621,0.3794,0.3585
DOJ,EOUSA,2010,1450,4667,4638,1479,0.2393,0.3461,0.4146
DOJ,FBI,2009,1476,15664,15195,1945,0.0489,0.8645,0.0866
DOJ,EOIR,2012,1514,23151,23417,1248,0.9693,0.0271,0.0037
DOJ,EOUSA,2014,1525,3455,2729,2251,0.1844,0.3041,0.5116
DOJ,BOP,2014,1651,12707,13189,1169,0.7982,0.1856,0.0162
DOJ,FBI,2011,1713,11089,11413,1389,0.079,0.8038,0.1172
DOJ,EOUSA,2008,1741,4210,4578,1373,0.2227,0.3696,0.4078
DOJ,FBI,2010,1778,14957,14665,2070,0.0479,0.8653,0.0868
DOJ,FBI,2008,1952,17241,17717,1476,0.0348,0.8887,0.0765
DOJ,FBI,2013,2296,12463,11579,3180,0.096,0.6654,0.2386
DOJ,EOUSA,2015,2306,3821,3874,2253,0.2441,0.2871,0.4689
DOJ,EOIR,2015,2793,31513,31764,2542,0.9711,0.0243,0.0047
DOJ,FBI,2015,3632,12931,13405,3158,0.1063,0.7559,0.1379
DOJ,FBI,2014,4199,11696,12705,3190,0.1014,0.7995,0.0991
DOL,DOL,2010,,,,,,,
DOL,DOL,2009,,,,,,,
DOL,ESA,2009,,,,,,,
DOL,DOL,2008,,,,,,,
DOL,ADJ BDS,2014,0,47,46,1,1,0,0
DOL,EXEC SEC,2014,0,1,1,0,,,
DOL,WB,2014,0,7,6,1,1,0,0
DOL,ODEP,2013,0,0,0,0,,,
DOL,ILAB,2011,0,17,17,0,0.4,0.6,0
DOL,EXEC SEC,2011,0,6,4,2,,,
DOL,WB,2011,0,24,24,0,0.6667,0.3333,0
DOL,ODEP,2011,0,1,1,0,1,0,0
DOL,OPA,2010,0,9,4,5,,,
DOL,WB,2010,0,11,11,0,0.6667,0.3333,0
DOL,OCIA,2010,0,1,1,0,,,
DOL,ODEP,2010,0,2,2,0,1,0,0
DOL,ESA - OMAP,2009,0,3,3,0,0.6667,0,0.3333
DOL,JOB CORP,2009,0,49,49,0,0.6667,0.1111,0.2222
DOL,WB,2009,0,8,8,0,1,0,0
DOL,OPA,2009,0,4,4,0,1,0,0
DOL,CFO,2009,0,12,12,0,0.2222,0.7778,0
DOL,BLS,2009,0,25,23,2,0.4545,0.5455,0
DOL,OCIA,2009,0,0,0,0,,,
DOL,OIG,2009,0,82,66,16,0.1622,0.6216,0.2162
DOL,ODEP,2009,0,0,0,0,,,
DOL,SOL,2008,0,9,6,3,0.2,0.6,0.2
DOL,CFO,2008,0,12,12,0,1,0,0
DOL,OSBP,2008,0,11,9,2,0.7778,0,0.2222
DOL,ODEP,2008,0,0,0,0,,,
DOL,EXEC SEC,2015,0,0,0,0,,,
DOL,ODEP,2015,0,7,6,1,1,0,0
DOL,ALJ,2014,1,152,149,4,0.913,0.0609,0.0261
DOL,CFO,2014,1,23,23,1,1,0,0
DOL,BLS,2014,1,27,26,2,0.6471,0.1765,0.1765
DOL,ODEP,2014,1,5,6,0,1,0,0
DOL,CFO,2013,1,5,5,1,1,0,0
DOL,OSEC,2013,1,20,17,4,0.25,0.75,0
DOL,ADJ BDS,2012,1,18,17,2,1,0,0
DOL,WB,2012,1,12,8,5,,,
DOL,ADJ BDS,2011,1,28,28,1,1,0,0
DOL,OCIA,2011,1,27,24,4,0.4545,0.5455,0
DOL,ADJ BDS,2010,1,21,21,1,0.9091,0.0909,0
DOL,ILAB,2010,1,11,12,0,0.6,0.4,0
DOL,ASP,2009,1,2,3,0,0,0.5,0.5
DOL,ILAB,2009,1,14,15,0,0.8571,0.1429,0
DOL,OPA,2008,1,6,7,0,,,
DOL,BLS,2008,1,31,32,0,0.4,0.45,0.15
DOL,CFO,2015,1,3,3,1,1,0,0
DOL,ILAB,2013,2,18,18,2,0.8571,0.1429,0
DOL,ILAB,2012,2,23,24,1,0.8889,0.1111,0
DOL,ALJ,2011,2,183,179,6,0.8244,0.145,0.0305
DOL,CFO,2011,2,18,20,0,0.3333,0.6667,0
DOL,CFO,2010,2,17,17,2,0.4,0.6,0
DOL,BLS,2010,2,22,20,4,0.3077,0.2308,0.4615
DOL,ADJ BDS,2009,2,23,24,1,0.9231,0,0.0769
DOL,OSBP,2009,2,0,2,0,0,0,1
DOL,BLS,2015,2,38,39,1,0.6154,0.2308,0.1538
DOL,WB,2015,2,7,8,1,1,0,0
DOL,ILAB,2014,3,4,5,2,1,0,0
DOL,ADJ BDS,2013,3,31,34,0,1,0,0
DOL,ALJ,2013,3,149,149,3,0.9174,0.0826,0
DOL,EXEC SEC,2013,3,2,5,0,0.3333,0.6667,0
DOL,WB,2013,3,12,15,0,1,0,0
DOL,OLMS,2012,3,81,79,5,0.1026,0.5641,0.3333
DOL,OPA,2011,3,1,3,1,,,
DOL,SOL,2009,3,25,18,10,0.3571,0.5714,0.0714
DOL,VETS,2009,3,116,116,3,0.3,0.6909,0.0091
DOL,VETS,2008,3,107,107,3,0.3824,0.5686,0.049
DOL,JOB CORP,2008,3,5,8,0,0.5,0.1667,0.3333
DOL,ADJ BDS,2015,3,32,35,0,1,0,0
DOL,OSEC,2012,4,15,19,0,0.2,0.8,0
DOL,BLS,2011,4,13,17,0,0.5714,0.4286,0
DOL,ASP,2008,4,5,8,1,0,1,0
DOL,WB,2008,4,15,19,0,0.5556,0.4444,0
DOL,OCIA,2008,4,3,7,0,1,0,0
DOL,OCIA,2015,4,29,14,19,0.75,0.1667,0.0833
DOL,ASP,2013,5,5,10,0,0,1,0
DOL,ALJ,2010,5,142,144,3,0.8981,0.1019,0
DOL,ILAB,2008,5,11,15,1,0.8333,0.1667,0
DOL,OSEC,2015,5,55,50,10,0.5,0.5,0
DOL,OPA,2014,6,5,7,4,,,
DOL,OSEC,2014,6,25,26,5,0.3571,0.6429,0
DOL,BLS,2013,6,42,48,0,0.6786,0.25,0.0714
DOL,BLS,2012,6,43,44,5,0.5,0.5,0
DOL,VETS,2010,6,114,112,8,0.2,0.77,0.03
DOL,ALJ,2009,6,120,125,1,0.9126,0.0874,0
DOL,ALJ,2015,6,121,117,10,0.9633,0.0275,0.0092
DOL,OPA,2015,6,18,20,4,0,0,1
DOL,OLMS,2013,7,70,73,4,0.1795,0.5641,0.2564
DOL,OCIA,2013,7,44,43,8,0.5,0.2692,0.2308
DOL,ALJ,2012,7,183,188,2,0.8571,0.1293,0.0136
DOL,OLMS,2011,7,120,126,1,0.1324,0.4412,0.4265
DOL,ADJ BDS,2008,7,22,27,2,0.8947,0.1053,0
DOL,EBSA,2008,7,2123,2110,20,0.9395,0.0282,0.0323
DOL,OLMS,2014,8,84,83,9,0.2222,0.5111,0.2667
DOL,ESA - OLMS,2009,8,112,117,3,0.2326,0.5349,0.2326
DOL,ILAB,2015,8,13,17,4,0.8235,0.1765,0
DOL,OIG,2011,9,84,79,14,0.2766,0.4468,0.2766
DOL,ASP,2015,9,11,17,3,1,0,0
DOL,OCIA,2014,10,23,30,3,0.6471,0,0.3529
DOL,OIG,2008,10,46,56,0,0.3415,0.439,0.2195
DOL,OLMS,2015,10,91,95,6,0.1111,0.5185,0.3704
DOL,ASP,2014,11,4,11,4,1,0,0
DOL,OIG,2013,11,75,68,18,0.2791,0.5814,0.1395
DOL,OLMS,2010,11,88,96,3,0.1833,0.5333,0.2833
DOL,ALJ,2008,12,156,162,6,0.9,0.0714,0.0286
DOL,VETS,2015,12,144,150,6,0.1379,0.8017,0.0603
DOL,OPA,2013,14,13,10,17,0,0,1
DOL,OIG,2012,14,66,69,11,0.3571,0.5476,0.0952
DOL,OFCCP,2011,14,396,375,35,0.2681,0.6377,0.0942
DOL,OCIA,2012,16,29,39,6,0.6316,0.2105,0.1579
DOL,OIG,2010,16,77,84,9,0.1778,0.6444,0.1778
DOL,VETS,2011,17,118,129,6,0.2328,0.7328,0.0345
DOL,OIG,2015,17,83,60,40,0.2667,0.6333,0.1
DOL,OIG,2014,18,71,72,17,0.2041,0.5918,0.2041
DOL,OPA,2012,18,32,28,22,0,0,1
DOL,ESA - OFCCP,2009,19,349,341,27,0.3899,0.4969,0.1132
DOL,SOL,2015,19,53,64,8,0.3571,0.5,0.1429
DOL,OSEC,2011,20,32,51,1,0.4762,0.5238,0
DOL,OWCP,2010,20,270,284,6,0.827,0.0919,0.0811
DOL,EBSA,2009,20,2400,2319,101,0.9546,0.0338,0.0116
DOL,OWCP,2011,22,380,382,20,0.8645,0.0794,0.0561
DOL,SOL,2010,23,30,30,23,0.5385,0.4615,0
DOL,SOL,2014,24,95,101,18,0.431,0.4483,0.1207
DOL,OFCCP,2014,24,188,188,24,0.4262,0.4918,0.082
DOL,SOL,2013,24,112,114,22,0.4237,0.4746,0.1017
DOL,OASAM,2015,24,169,157,36,0.4904,0.4423,0.0673
DOL,ASP,2011,25,19,42,2,1,0,0
DOL,ESA - OWCP,2009,26,623,629,20,0.9178,0.0401,0.0421
DOL,SOL,2011,27,55,72,10,0.3667,0.5667,0.0667
DOL,OASAM,2009,27,259,225,61,0.3482,0.5536,0.0982
DOL,VETS,2014,28,138,153,13,0.2358,0.6792,0.0849
DOL,EBSA,2013,28,537,487,78,0.5843,0.3221,0.0936
DOL,OASAM,2012,28,237,238,27,0.5612,0.3885,0.0504
DOL,OFCCP,2010,28,270,285,13,0.3846,0.5385,0.0769
DOL,CFO,2012,31,19,49,1,0.5,0.5,0
DOL,OFCCP,2015,34,183,185,32,0.3727,0.5727,0.0545
DOL,OASAM,2013,35,267,265,37,0.5929,0.3357,0.0714
DOL,OFCCP,2013,37,265,275,27,0.2188,0.5859,0.1953
DOL,ASP,2012,40,17,53,4,1,0,0
DOL,OWCP,2015,42,430,410,62,0.8502,0.085,0.0648
DOL,OASAM,2014,43,211,226,28,0.4211,0.4474,0.1316
DOL,SOL,2012,46,102,125,23,0.48,0.48,0.04
DOL,OFCCP,2012,46,349,361,34,0.3357,0.5929,0.0714
DOL,OWCP,2013,49,1022,1011,60,0.8773,0.0573,0.0654
DOL,ASP,2010,54,5,43,16,0.5,0.5,0
DOL,OASAM,2008,57,213,243,27,0.376,0.6,0.024
DOL,ODEP,2012,59,13,71,1,0,0,1
DOL,OASAM,2010,61,314,334,41,0.3022,0.6691,0.0288
DOL,EBSA,2011,62,1721,1719,64,0.9021,0.0773,0.0206
DOL,ETA,2009,62,1212,1194,80,0.7832,0.2021,0.0147
DOL,EXEC SEC,2012,64,22,81,5,,,
DOL,ETA,2015,76,1649,1653,72,0.1678,0.8163,0.0159
DOL,OWCP,2012,78,371,410,39,0.7467,0.1511,0.1022
DOL,OASAM,2011,83,282,345,20,0.4759,0.4897,0.0345
DOL,MSHA,2009,84,1620,1571,133,0.4971,0.4323,0.0706
DOL,EBSA,2015,89,507,540,56,0.5901,0.3288,0.0811
DOL,MSHA,2014,92,1565,1545,112,0.2927,0.618,0.0893
DOL,VETS,2012,92,512,479,125,0.547,0.4359,0.0171
DOL,EBSA,2014,96,450,472,74,0.607,0.3188,0.0742
DOL,ETA,2011,97,1770,1800,67,0.5252,0.4658,0.009
DOL,ETA,2010,99,1309,1345,63,0.7408,0.2357,0.0234
DOL,EBSA,2012,101,476,550,27,0.6031,0.3385,0.0584
DOL,EBSA,2010,101,2290,2332,59,0.9272,0.0567,0.0162
DOL,MSHA,2008,111,1564,1591,84,0.5401,0.414,0.0459
DOL,MSHA,2015,118,1300,1307,111,0.2747,0.6239,0.1014
DOL,MSHA,2013,131,1773,1816,88,0.3432,0.6016,0.0552
DOL,MSHA,2010,133,1990,1920,203,0.4878,0.4623,0.0498
DOL,VETS,2013,138,234,356,16,0.6572,0.3145,0.0283
DOL,ETA,2013,159,2694,2760,93,0.3814,0.6034,0.0152
DOL,ESA - WHD,2009,159,1340,1328,171,0.085,0.7577,0.1573
DOL,OWCP,2014,163,374,495,42,0.8534,0.0647,0.0819
DOL,ETA,2014,166,1545,1639,72,0.2475,0.7462,0.0063
DOL,WHD,2010,171,1942,1915,198,0.0672,0.8207,0.112
DOL,ETA,2012,186,2497,2530,153,0.5209,0.4663,0.0128
